,open_time,o,h,l,c,v,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
2018-08-28 07:59:59.999,1535328000000,274.17000000,288.15000000,271.59000000,287.71000000,281020.64727000,1535414399999,77863316.00427580,134261,156547.23734000,43366757.01954320,0
2018-08-29 07:59:59.999,1535414400000,287.71000000,298.00000000,282.66000000,295.44000000,318323.28971000,1535500799999,91895213.46380330,171500,173036.52810000,49975850.25072230,0
2018-08-30 07:59:59.999,1535500800000,295.44000000,297.00000000,283.55000000,288.40000000,324275.47324000,1535587199999,94515756.41588040,141609,182459.57660000,53177630.47089970,0
2018-08-31 07:59:59.999,1535587200000,288.35000000,291.00000000,271.88000000,283.89000000,336993.14413000,1535673599999,94748097.37493510,149454,191694.71097000,53916118.42218840,0
2018-09-01 07:59:59.999,1535673600000,283.90000000,289.00000000,276.59000000,281.41000000,302663.37038000,1535759999999,84967488.71086210,124162,187469.06740000,52639757.47930670,0
2018-09-02 07:59:59.999,1535760000000,281.46000000,302.00000000,281.34000000,295.71000000,294944.44010000,1535846399999,86146416.36807980,134032,163908.01119000,47889088.94576490,0
2018-09-03 07:59:59.999,1535846400000,295.80000000,299.33000000,288.87000000,295.41000000,153300.06112000,1535932799999,45141040.56271570,76484,71133.02958000,20958375.73255140,0
2018-09-04 07:59:59.999,1535932800000,295.51000000,296.62000000,285.99000000,289.09000000,274753.70062000,1536019199999,79640131.70631100,115284,152262.97792000,44128911.76269150,0
2018-09-05 07:59:59.999,1536019200000,289.09000000,292.64000000,283.00000000,285.30000000,330102.19000000,1536105599999,94920949.99211530,128936,193173.09686000,55562351.75121160,0
2018-09-06 07:59:59.999,1536105600000,285.18000000,287.62000000,227.00000000,228.53000000,528734.31960000,1536191999999,136620123.95912970,218243,286451.21575000,74193953.75973460,0
2018-09-07 07:59:59.999,1536192000000,228.28000000,233.19000000,212.00000000,229.70000000,552996.86567000,1536278399999,124860778.37712370,241166,297294.35122000,67167268.30253020,0
2018-09-08 07:59:59.999,1536278400000,229.73000000,234.69000000,213.50000000,215.22000000,398379.81741000,1536364799999,88670418.82386840,162430,220763.87778000,49173358.26253810,0
2018-09-09 07:59:59.999,1536364800000,215.19000000,220.20000000,190.01000000,196.71000000,318859.84904000,1536451199999,65385376.78938820,111890,151369.34224000,31021414.44579680,0
2018-09-10 07:59:59.999,1536451200000,196.87000000,208.60000000,185.02000000,195.81000000,429255.02592000,1536537599999,84861381.28329790,144803,222485.70012000,44017260.94132890,0
2018-09-11 07:59:59.999,1536537600000,196.13000000,203.42000000,187.10000000,197.15000000,418489.86663000,1536623999999,81950595.01648790,146713,231386.57310000,45315478.62622280,0
2018-09-12 07:59:59.999,1536624000000,197.22000000,200.20000000,176.16000000,185.18000000,476745.79216000,1536710399999,89920137.19657440,163958,251458.10305000,47417179.05277070,0
2018-09-13 07:59:59.999,1536710400000,185.14000000,185.22000000,167.32000000,183.12000000,504047.79165000,1536796799999,88384821.01117540,150831,235314.87315000,41294683.19045310,0
2018-09-14 07:59:59.999,1536796800000,183.17000000,215.00000000,183.15000000,210.68000000,739503.34051000,1536883199999,147281547.16689090,222128,389380.40825000,77533207.49381860,0
2018-09-15 07:59:59.999,1536883200000,210.91000000,224.20000000,202.60000000,208.82000000,833945.82573000,1536969599999,177613712.10354910,249947,431817.33588000,91986680.23695270,0
2018-09-16 07:59:59.999,1536969600000,208.55000000,227.42000000,207.64000000,221.29000000,441046.52933000,1537055999999,96594593.56033220,125321,227148.73590000,49673640.96818580,0
2018-09-17 07:59:59.999,1537056000000,221.62000000,223.50000000,208.10000000,220.17000000,425538.57709000,1537142399999,92372399.95532080,130886,219213.18560000,47631554.25553750,0
2018-09-18 07:59:59.999,1537142400000,220.24000000,225.00000000,192.40000000,196.16000000,825020.77445000,1537228799999,173019109.87349840,224178,407677.72108000,85546654.95376620,0
2018-09-19 07:59:59.999,1537228800000,196.25000000,215.47000000,193.47000000,208.17000000,584366.15014000,1537315199999,118777847.57446470,167048,324327.01972000,65775718.59477810,0
2018-09-20 07:59:59.999,1537315200000,208.42000000,214.84000000,197.58000000,209.79000000,496100.46639000,1537401599999,103133667.41051730,128769,245353.13395000,51067306.10476860,0
2018-09-21 07:59:59.999,1537401600000,209.79000000,226.68000000,205.56000000,224.00000000,573632.24236000,1537487999999,121706784.81740970,172813,315415.04964000,66968377.48168580,0
2018-09-22 07:59:59.999,1537488000000,224.00000000,252.11000000,220.66000000,247.73000000,841029.12948000,1537574399999,195225669.82388660,257566,430108.24564000,99869857.85256860,0
2018-09-23 07:59:59.999,1537574400000,247.67000000,255.13000000,232.70000000,241.01000000,423740.74030000,1537660799999,102510891.93455690,127522,211238.15259000,51125089.99511710,0
2018-09-24 07:59:59.999,1537660800000,241.01000000,249.73000000,237.00000000,244.50000000,235214.14917000,1537747199999,57084614.92800210,86877,108787.74422000,26402498.39519890,0
2018-09-25 07:59:59.999,1537747200000,244.54000000,246.20000000,225.30000000,228.06000000,350139.15050000,1537833599999,82504630.51764780,122214,164879.83597000,38890986.39654500,0
2018-09-26 07:59:59.999,1537833600000,228.06000000,228.10000000,203.61000000,219.62000000,710650.70970000,1537919999999,151991600.88208400,241874,390268.09596000,83412079.81164120,0
2018-09-27 07:59:59.999,1537920000000,219.50000000,223.60000000,207.50000000,214.42000000,613754.27743000,1538006399999,132187818.90105360,200388,339911.10483000,73246259.53953830,0
2018-09-28 07:59:59.999,1538006400000,214.38000000,234.00000000,205.01000000,229.13000000,582274.44087000,1538092799999,128104933.39323390,185910,317608.07827000,69905489.05421960,0
2018-09-29 07:59:59.999,1538092800000,229.10000000,234.42000000,215.53000000,221.84000000,618434.62488000,1538179199999,139637602.09812200,196556,330847.15286000,74724013.93684560,0
2018-09-30 07:59:59.999,1538179200000,221.89000000,237.77000000,214.18000000,231.62000000,604000.95586000,1538265599999,137238908.37637110,193800,337563.48201000,76754299.34783340,0
2018-10-01 07:59:59.999,1538265600000,231.62000000,239.00000000,226.50000000,232.94000000,432195.44084000,1538351999999,100778882.03079220,164400,235766.76855000,54968264.41030460,0
2018-10-02 07:59:59.999,1538352000000,233.04000000,235.88000000,224.46000000,231.61000000,322900.46128000,1538438399999,74363466.52099590,120621,176182.83061000,40588418.39909030,0
2018-10-03 07:59:59.999,1538438400000,231.62000000,232.51000000,223.37000000,225.69000000,401305.32707000,1538524799999,91706335.33823730,148279,228211.16079000,52173648.38398320,0
2018-10-04 07:59:59.999,1538524800000,225.70000000,226.43000000,216.51000000,220.77000000,275609.26221000,1538611199999,60784387.69608890,112473,141132.70437000,31150810.80888480,0
2018-10-05 07:59:59.999,1538611200000,220.67000000,227.16000000,219.49000000,222.66000000,158137.42967000,1538697599999,35468959.25835700,64786,77296.74943000,17346309.40179260,0
2018-10-06 07:59:59.999,1538697600000,222.66000000,231.75000000,219.35000000,228.37000000,137730.35786000,1538783999999,30900558.88443500,54454,74414.80402000,16710304.53931000,0
2018-10-07 07:59:59.999,1538784000000,228.36000000,228.86000000,223.15000000,225.40000000,100257.56970000,1538870399999,22656352.81663080,35875,48633.62556000,10989400.98779490,0
2018-10-08 07:59:59.999,1538870400000,225.39000000,227.75000000,221.48000000,226.14000000,74733.67253000,1538956799999,16774573.68800580,29693,40087.21912000,9003359.20953720,0
2018-10-09 07:59:59.999,1538956800000,226.26000000,232.70000000,224.21000000,230.01000000,210989.42202000,1539043199999,48017160.06308450,77786,106890.41908000,24317004.14568940,0
2018-10-10 07:59:59.999,1539043200000,230.01000000,231.02000000,226.56000000,228.40000000,100246.18430000,1539129599999,22933859.79064380,42266,52442.48288000,11998665.98409110,0
2018-10-11 07:59:59.999,1539129600000,228.40000000,228.78000000,224.05000000,226.74000000,122748.21412000,1539215999999,27773272.15744840,54578,58207.63913000,13172368.83296020,0
2018-10-12 07:59:59.999,1539216000000,226.70000000,226.91000000,189.01000000,191.58000000,497258.82871000,1539302399999,101069066.82726070,189200,230886.01677000,46838920.44663780,0
2018-10-13 07:59:59.999,1539302400000,191.55000000,201.87000000,190.04000000,196.96000000,216448.39220000,1539388799999,42627353.07646740,90790,112428.96387000,22135676.61731480,0
2018-10-14 07:59:59.999,1539388800000,196.96000000,202.78000000,196.27000000,201.30000000,107215.52620000,1539475199999,21498264.31139700,45954,57258.85173000,11483885.95484300,0
2018-10-15 07:59:59.999,1539475200000,201.39000000,203.56000000,194.33000000,197.01000000,110554.19361000,1539561599999,22180535.06883990,37339,53844.86520000,10808020.25616980,0
2018-10-16 07:59:59.999,1539561600000,196.84000000,239.00000000,194.60000000,214.39000000,973857.74770000,1539647999999,212166629.59507260,298845,523552.38281000,113908636.25042370,0
2018-10-17 07:59:59.999,1539648000000,214.39000000,219.95000000,211.55000000,215.09000000,145980.09837000,1539734399999,31315676.32296060,83944,72612.23417000,15580751.58457780,0
2018-10-18 07:59:59.999,1539734400000,215.20000000,216.99000000,210.00000000,212.85000000,153768.85024000,1539820799999,32834161.51601670,75663,78491.75799000,16760539.16908680,0
2018-10-19 07:59:59.999,1539820800000,212.90000000,215.30000000,203.53000000,206.24000000,150229.60097000,1539907199999,31567845.71809020,85942,69532.65452000,14630283.78096430,0
2018-10-20 07:59:59.999,1539907200000,206.25000000,208.00000000,204.21000000,205.00000000,254660.48637000,1539993599999,52458006.51466880,84457,151057.44570000,31110941.14044030,0
2018-10-21 07:59:59.999,1539993600000,205.10000000,209.69000000,203.57000000,207.91000000,62376.69680000,1540079999999,12936322.34319640,34666,31465.35969000,6527701.49962000,0
2018-10-22 07:59:59.999,1540080000000,207.91000000,211.99000000,206.74000000,207.49000000,83277.36128000,1540166399999,17462109.68999690,40862,41453.18493000,8696868.90764970,0
2018-10-23 07:59:59.999,1540166400000,207.46000000,209.30000000,205.00000000,206.67000000,206046.89963000,1540252799999,42711588.92382880,72089,119499.29899000,24772969.47036420,0
2018-10-24 07:59:59.999,1540252800000,206.67000000,207.80000000,202.14000000,205.85000000,112753.04140000,1540339199999,23146110.00400410,50937,59084.69973000,12132187.62626190,0
2018-10-25 07:59:59.999,1540339200000,205.85000000,207.95000000,204.73000000,205.35000000,97128.82698000,1540425599999,20049428.20462690,47453,50652.00247000,10458929.82398560,0
2018-10-26 07:59:59.999,1540425600000,205.35000000,205.94000000,202.88000000,203.93000000,77411.57217000,1540511999999,15820355.20480380,37923,38493.07311000,7868721.03717570,0
2018-10-27 07:59:59.999,1540512000000,203.84000000,209.00000000,203.00000000,204.92000000,91143.83291000,1540598399999,18707018.78400620,49864,48380.29105000,9927951.16727730,0
2018-10-28 07:59:59.999,1540598400000,204.92000000,206.15000000,203.09000000,204.45000000,50235.68329000,1540684799999,10280846.41454380,52419,25242.25884000,5166879.06103610,0
2018-10-29 07:59:59.999,1540684800000,204.45000000,205.94000000,203.62000000,204.99000000,44394.83357000,1540771199999,9084565.91575480,37134,22645.86435000,4634716.07430840,0
2018-10-30 07:59:59.999,1540771200000,204.99000000,205.49000000,195.28000000,196.96000000,118281.82272000,1540857599999,23671711.39375940,70893,59069.05972000,11818869.63774720,0
2018-10-31 07:59:59.999,1540857600000,196.95000000,198.60000000,195.91000000,197.27000000,83633.81463000,1540943999999,16501372.86331760,56433,45584.27013000,8993924.18017700,0
2018-11-01 07:59:59.999,1540944000000,197.24000000,201.45000000,193.01000000,198.73000000,114739.70424000,1541030399999,22632315.26025980,68261,58800.95652000,11598482.10531360,0
2018-11-02 07:59:59.999,1541030400000,198.70000000,200.95000000,197.88000000,199.96000000,86097.98629000,1541116799999,17116621.53518450,53873,43875.99353000,8723326.29268980,0
2018-11-03 07:59:59.999,1541116800000,199.93000000,203.74000000,199.34000000,202.35000000,97123.22813000,1541203199999,19559214.41922490,61401,51072.05675000,10286643.96388760,0
2018-11-04 07:59:59.999,1541203200000,202.31000000,202.69000000,198.59000000,200.31000000,72084.92932000,1541289599999,14456528.37756080,46801,37513.43651000,7523960.01069030,0
2018-11-05 07:59:59.999,1541289600000,200.27000000,218.76000000,199.00000000,212.11000000,182534.62160000,1541375999999,37959621.56827300,112393,88110.04676000,18285802.32024480,0
2018-11-06 07:59:59.999,1541376000000,212.13000000,213.39000000,207.62000000,210.66000000,141432.14060000,1541462399999,29714567.41063420,81531,68965.02718000,14490421.23884390,0
2018-11-07 07:59:59.999,1541462400000,210.64000000,221.25000000,209.11000000,220.74000000,197797.49527000,1541548799999,42534535.86399380,110906,102842.82059000,22122844.87869030,0
2018-11-08 07:59:59.999,1541548800000,220.77000000,224.80000000,217.01000000,219.07000000,204931.03420000,1541635199999,45252424.08522850,105883,105369.57327000,23268295.24452770,0
2018-11-09 07:59:59.999,1541635200000,219.06000000,220.78000000,212.49000000,212.79000000,189828.49450000,1541721599999,40931506.14842200,93113,92343.52623000,19912380.18287460,0
2018-11-10 07:59:59.999,1541721600000,212.79000000,215.51000000,209.10000000,210.77000000,152215.94686000,1541807999999,32309082.19758870,72814,77629.77249000,16481981.72638100,0
2018-11-11 07:59:59.999,1541808000000,210.78000000,215.55000000,209.02000000,213.25000000,131384.47893000,1541894399999,28019225.01008270,66005,66492.43466000,14185761.80357030,0
2018-11-12 07:59:59.999,1541894400000,213.27000000,213.99000000,209.00000000,212.54000000,136268.81156000,1541980799999,28875079.88494740,66072,75709.01023000,16042851.24214990,0
2018-11-13 07:59:59.999,1541980800000,212.60000000,214.22000000,210.90000000,212.89000000,99963.97203000,1542067199999,21271725.18458190,52826,56179.71278000,11952859.05119620,0
2018-11-14 07:59:59.999,1542067200000,212.91000000,213.80000000,209.20000000,209.84000000,114466.36708000,1542153599999,24176049.60623050,65826,58200.67321000,12297089.22937620,0
2018-11-15 07:59:59.999,1542153600000,209.84000000,210.30000000,176.16000000,187.43000000,434676.16832000,1542239999999,82531353.97666220,187653,201248.23817000,38153679.63308410,0
2018-11-16 07:59:59.999,1542240000000,187.43000000,190.00000000,170.99000000,184.35000000,452416.10784000,1542326399999,81674273.88577710,212442,223248.21322000,40339789.07470610,0
2018-11-17 07:59:59.999,1542326400000,184.35000000,185.00000000,173.00000000,176.89000000,241710.34763000,1542412799999,43450649.94837800,120635,125640.29040000,22598994.40447790,0
2018-11-18 07:59:59.999,1542412800000,176.93000000,177.91000000,173.94000000,176.20000000,144804.70986000,1542499199999,25452515.63649880,77570,76336.23170000,13420116.02964570,0
2018-11-19 07:59:59.999,1542499200000,176.20000000,182.94000000,176.10000000,178.97000000,141736.32263000,1542585599999,25261184.09280330,68702,70761.12569000,12614641.43990480,0
2018-11-20 07:59:59.999,1542585600000,179.04000000,179.33000000,146.47000000,150.81000000,596789.83916000,1542671999999,94639227.03137130,224184,299681.11547000,47536676.76593290,0
2018-11-21 07:59:59.999,1542672000000,150.76000000,154.70000000,126.95000000,133.82000000,996552.28721000,1542758399999,139191208.45509280,357568,474492.98015000,66370500.54583920,0
2018-11-22 07:59:59.999,1542758400000,133.68000000,142.01000000,127.15000000,138.23000000,718957.78552000,1542844799999,97819681.49053970,246564,352855.41036000,47980901.20280230,0
2018-11-23 07:59:59.999,1542844800000,138.36000000,140.40000000,125.64000000,126.63000000,334674.07185000,1542931199999,44837388.45127140,117670,163681.62460000,21961275.70649040,0
2018-11-24 07:59:59.999,1542931200000,126.58000000,128.90000000,118.56000000,125.02000000,504352.24386000,1543017599999,62657024.04869370,166040,251961.06141000,31321124.88731250,0
2018-11-25 07:59:59.999,1543017600000,125.00000000,130.81000000,112.32000000,114.89000000,471321.56764000,1543103999999,57264800.06658080,153585,234287.59828000,28530546.44903660,0
2018-11-26 07:59:59.999,1543104000000,114.83000000,122.35000000,102.95000000,118.67000000,836233.31252000,1543190399999,93723314.12344660,264902,431382.20248000,48359160.07911460,0
2018-11-27 07:59:59.999,1543190400000,118.65000000,121.50000000,106.41000000,110.68000000,679491.73871000,1543276799999,77211447.31765390,224345,347682.56537000,39523318.11198740,0
2018-11-28 07:59:59.999,1543276800000,110.66000000,114.31000000,102.36000000,111.43000000,524024.40616000,1543363199999,56638056.00911720,179214,269149.99554000,29109359.25630580,0
2018-11-29 07:59:59.999,1543363200000,111.38000000,126.80000000,111.37000000,122.90000000,578552.74124000,1543449599999,68485222.44341630,195923,293313.44643000,34730406.64276100,0
2018-11-30 07:59:59.999,1543449600000,122.88000000,124.00000000,114.78000000,117.98000000,478777.39614000,1543535999999,57140533.57326480,180848,245948.78826000,29354053.08270710,0
2018-12-01 07:59:59.999,1543536000000,117.99000000,120.26000000,111.09000000,113.73000000,418593.63529000,1543622399999,48362085.78184220,153866,211057.08821000,24378341.39237240,0
2018-12-02 07:59:59.999,1543622400000,113.71000000,120.80000000,111.35000000,118.10000000,330159.06742000,1543708799999,38614493.62645990,122161,171713.25495000,20091644.94406920,0
2018-12-03 07:59:59.999,1543708800000,118.09000000,120.73000000,116.00000000,116.57000000,273657.62150000,1543795199999,32184013.76013480,102151,145750.16201000,17149582.83845340,0
2018-12-04 07:59:59.999,1543795200000,116.63000000,116.96000000,106.70000000,108.76000000,324446.03324000,1543881599999,36185196.19488890,115448,162115.32188000,18070730.29205670,0
2018-12-05 07:59:59.999,1543881600000,108.76000000,113.20000000,106.00000000,109.94000000,275321.00630000,1543967999999,30365546.75213670,111872,137238.32415000,15151241.28252630,0
2018-12-06 07:59:59.999,1543968000000,109.92000000,110.58000000,102.38000000,102.71000000,354071.53241000,1544054399999,37519336.07183170,111602,157870.88819000,16746705.98583070,0
2018-12-07 07:59:59.999,1544054400000,102.73000000,104.68000000,90.20000000,91.00000000,586138.59043000,1544140799999,58114721.75106340,188007,276836.87889000,27453203.27947790,0
2018-12-08 07:59:59.999,1544140800000,91.18000000,96.90000000,82.07000000,93.05000000,1030073.58467000,1544227199999,90499447.33784200,307599,512506.96835000,45045165.33900280,0
2018-12-09 07:59:59.999,1544227200000,93.06000000,98.00000000,84.55000000,90.38000000,698217.12529000,1544313599999,63224518.54738930,228982,357487.07890000,32388503.04913500,0
2018-12-10 07:59:59.999,1544313600000,90.39000000,98.70000000,88.63000000,93.26000000,520519.36023000,1544399999999,48533111.85201080,158700,269537.22219000,25120190.99500730,0
2018-12-11 07:59:59.999,1544400000000,93.26000000,95.21000000,88.11000000,89.91000000,408573.02929000,1544486399999,37180525.45731090,119278,203916.35229000,18552000.12341420,0
2018-12-12 07:59:59.999,1544486400000,89.88000000,91.65000000,85.83000000,87.76000000,339991.84246000,1544572799999,30055007.21960900,104079,176249.02302000,15587578.16906100,0
2018-12-13 07:59:59.999,1544572800000,87.77000000,91.31000000,86.63000000,89.41000000,285436.04029000,1544659199999,25500398.92865360,86407,140538.70620000,12555016.95659360,0
2018-12-14 07:59:59.999,1544659200000,89.39000000,90.71000000,84.71000000,86.34000000,331218.30083000,1544745599999,29089359.83130120,94842,165833.73289000,14570456.25234860,0
2018-12-15 07:59:59.999,1544745600000,86.35000000,87.25000000,82.20000000,83.82000000,318003.73427000,1544831999999,27041687.80010720,102917,163056.11732000,13866423.31554280,0
2018-12-16 07:59:59.999,1544832000000,83.82000000,85.00000000,81.79000000,83.76000000,217360.65775000,1544918399999,18169124.00023020,83696,112417.15502000,9399655.75292960,0
2018-12-17 07:59:59.999,1544918400000,83.75000000,87.64000000,83.73000000,84.67000000,241366.76305000,1545004799999,20783723.69307070,78098,122970.75808000,10586916.04499740,0
2018-12-18 07:59:59.999,1545004800000,84.68000000,97.00000000,84.40000000,94.02000000,472252.23388000,1545091199999,42965553.41586940,156319,253291.04756000,23061523.29687090,0
2018-12-19 07:59:59.999,1545091200000,94.03000000,101.30000000,91.34000000,100.39000000,529946.79175000,1545177599999,50202945.79170170,173951,276927.03282000,26305895.16900560,0
2018-12-20 07:59:59.999,1545177600000,100.39000000,107.55000000,97.75000000,98.74000000,827748.59096000,1545263999999,84862730.23336790,258340,410278.15520000,42042979.40821500,0
2018-12-21 07:59:59.999,1545264000000,98.73000000,116.00000000,97.88000000,114.05000000,859612.57205000,1545350399999,93128082.54800730,272100,435953.37011000,47118640.37954670,0
2018-12-22 07:59:59.999,1545350400000,113.71000000,118.00000000,104.76000000,107.69000000,666048.71786000,1545436799999,74510414.58797520,242389,329476.24747000,36898334.87146020,0
2018-12-23 07:59:59.999,1545436800000,107.67000000,115.50000000,105.38000000,115.20000000,405672.83117000,1545523199999,44814571.60969250,159158,205365.41855000,22693637.86211100,0
2018-12-24 07:59:59.999,1545523200000,115.18000000,131.94000000,114.91000000,129.03000000,936094.10490000,1545609599999,118250392.55509720,302293,471552.23072000,59521574.56058990,0
2018-12-25 07:59:59.999,1545609600000,129.03000000,157.67000000,128.80000000,138.03000000,1319609.81650000,1545695999999,190137361.06587730,426763,661539.16353000,95340364.83083320,0
2018-12-26 07:59:59.999,1545696000000,138.01000000,139.26000000,119.68000000,127.60000000,1076164.12809000,1545782399999,136600862.04267630,328349,533800.53410000,67748386.42543390,0
2018-12-27 07:59:59.999,1545782400000,127.61000000,135.32000000,122.51000000,129.35000000,794834.05601000,1545868799999,102196717.39505570,258222,404012.07869000,51948808.10703720,0
2018-12-28 07:59:59.999,1545868800000,129.35000000,131.09000000,111.22000000,113.80000000,752177.90111000,1545955199999,90456912.88835210,230428,395194.15934000,47373739.42026310,0
2018-12-29 07:59:59.999,1545955200000,113.75000000,136.66000000,111.87000000,135.30000000,894454.19051000,1546041599999,111865576.49775780,248671,451231.25265000,56341444.48081190,0
2018-12-30 07:59:59.999,1546041600000,135.30000000,145.42000000,128.50000000,132.89000000,1006654.49844000,1546127999999,136479145.94234730,291165,504750.91747000,68468604.55882280,0
